Date	ABB	Actelion	Adecco	Alcon	Alusuisse	Baloise	Ciba_SC	Ciba_Geigy_I	Ciba_Geigy_PS	Clariant	Compagnie_Financiere_Richemont	Credit_Suisse_Group	Credit_Suisse_Holding	Elektrowatt	EMS_Chemie_Holding	Geberit	Georg_Fischer	Givaudan	Holcim	Jacobs_Suchard	Julius_Baer_Group	Kudelski	LafargeHolcim	Lonza_Group	Merck_Serono	Nestle_I	Nestle_PS	Nobel_Biocare_Holding	Novartis_I	Novartis_N	OC_Oerlikon_Corporation	Pargesa_Holding	Partners_Group	Roche_Holding	SAirGroup	Sandoz_PS	Sandoz_N	Schweizerische_Volksbank_StN	Schweizerische_Volksbank_ST	SGS	Sika	Societe_Internationale_Pirelli	Sulzer	Swiss_Bank_I	Swiss_Bank_PS	Swiss_Bank_N	Swiss_Life_Holding_I	Swiss_Life_Holding_N	Swiss_Re	Swissair	Swisscom	Syngenta	Synthes	The_Swatch_Group_I	The_Swatch_Group_N	Transocean	UBS_N	UBS_PS	UBS_I	Winterthur	Zurich_Insurance_Group_I	Zurich_Insurance_Group_N
1993-11-30	11.245	NA	14.438	NA	235.65	NA	NA	825	782	NA	NA	NA	140.68	360	NA	NA	NA	NA	163.01	NA	NA	NA	NA	NA	NA	NA	11.59	NA	NA	NA	NA	NA	NA	58.301	NA	760	724	NA	NA	NA	NA	NA	NA	480	NA	226.55	NA	NA	33.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	1301.19	839	1428	NA
1993-12-31	12.127	NA	18.567	NA	282.96	NA	NA	940	900	NA	NA	NA	144.2	413.4	NA	NA	NA	NA	180.47	NA	NA	NA	NA	NA	NA	NA	12.83	NA	NA	NA	NA	NA	NA	61.16	NA	872	835	NA	NA	NA	NA	NA	NA	476	NA	226.55	NA	NA	36.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	1341.82	860	1515	NA
1994-01-31	12.808	NA	NA	NA	277.26	NA	NA	965	929	NA	NA	29.549	147.53	414.39	NA	NA	NA	NA	193.67	NA	NA	NA	NA	NA	NA	NA	14.26	NA	NA	NA	NA	NA	NA	69.205	NA	884	868	NA	NA	450	NA	NA	78.372	522	NA	249.01	NA	NA	34.633	NA	NA	NA	NA	NA	21.993	NA	NA	NA	1473.62	850	1590	242.85
1994-02-28	11.725	NA	NA	NA	281.64	NA	NA	871	825	NA	NA	25.256	124.83	377.8	NA	NA	NA	NA	178.92	NA	NA	NA	NA	NA	NA	NA	12.83	NA	NA	NA	NA	NA	NA	67.848	NA	778	770	NA	NA	390	NA	NA	76.179	450	NA	216.78	NA	NA	31.417	NA	NA	NA	NA	NA	19.385	NA	NA	NA	1343.8	740	1450	224.322
1994-03-31	13.087	NA	NA	NA	282.6	NA	NA	910	882	NA	NA	24.857	122.29	364.94	NA	NA	NA	NA	182.41	NA	NA	NA	NA	NA	NA	NA	11.86	NA	NA	NA	NA	NA	NA	67.945	NA	784	774	NA	NA	436	NA	NA	81.783	406	NA	200.18	NA	NA	29.092	NA	NA	NA	NA	NA	17.22	NA	NA	NA	1172.36	700	1313	202.885
1994-04-29	14.405	NA	NA	NA	309.94	NA	NA	881	837	NA	NA	23.859	118.18	366	NA	NA	NA	NA	186.29	NA	NA	NA	NA	NA	NA	NA	11.73	NA	NA	NA	NA	NA	NA	65.134	NA	742	744	NA	NA	422	NA	NA	81.133	392	NA	189.44	NA	NA	29.587	NA	NA	NA	NA	NA	18.204	NA	NA	NA	1165.42	680	1284	199.823
1994-05-31	14.07	NA	NA	NA	300.83	NA	NA	880	850	NA	NA	24.558	121.31	350	NA	NA	NA	NA	187.26	NA	NA	NA	NA	NA	NA	NA	11.47	NA	NA	NA	NA	NA	NA	65.037	NA	NA	689	NA	NA	424	NA	NA	74.717	404	NA	197.25	NA	NA	28.894	NA	NA	NA	NA	NA	17.319	NA	NA	NA	1195	690	1343	206.713
1994-06-30	13.109	NA	NA	NA	293.54	NA	NA	814	789	NA	NA	22.136	111.6	341	NA	NA	NA	NA	170.77	NA	NA	NA	NA	NA	NA	NA	11.23	NA	NA	NA	NA	NA	NA	61.935	NA	NA	694	NA	NA	398	NA	NA	71.875	394	NA	189.93	NA	NA	27.707	NA	NA	NA	NA	NA	16.138	NA	NA	NA	1162	695	1315	202.12
1994-07-29	13.724	NA	NA	NA	319.97	NA	NA	785	781	NA	NA	22.85	114.2	352	NA	NA	NA	NA	183.58	NA	NA	NA	NA	NA	NA	NA	11.73	NA	NA	NA	NA	NA	NA	51.564	NA	NA	677	NA	NA	409	NA	NA	80.971	408	NA	197.25	NA	NA	28.152	NA	NA	NA	NA	71.7	15.744	NA	21.544	NA	1184	730	1310	200.129
1994-08-31	13.478	NA	NA	NA	315.41	NA	NA	808	806	NA	NA	21.728	110.4	353	NA	NA	NA	NA	186.68	NA	NA	NA	NA	NA	NA	NA	12.27	NA	NA	NA	NA	NA	NA	59.124	NA	NA	691	NA	NA	408	NA	NA	78.778	380	NA	182.6	NA	NA	27.162	NA	NA	NA	NA	73.47	16.335	NA	22.406	NA	1174	690	1290	197.067
1994-09-30	12.395	NA	NA	NA	307.21	NA	NA	728	724	NA	NA	20.504	105.2	345	NA	NA	NA	NA	183.38	NA	NA	NA	NA	NA	NA	NA	11.69	NA	NA	NA	NA	NA	NA	56.071	NA	NA	653	NA	NA	400	NA	NA	72.2	368	NA	173.82	NA	NA	30.972	NA	NA	NA	NA	73.765	16.433	NA	21.759	NA	1200	660	1170	181.755
1994-10-31	12.037	NA	NA	NA	285.33	NA	NA	741	732	NA	NA	21.728	109.8	340	NA	NA	NA	NA	188.04	NA	NA	NA	NA	NA	NA	NA	11.74	NA	NA	NA	NA	NA	NA	54.133	NA	NA	626	NA	NA	364	NA	NA	71.956	362	NA	169.42	NA	NA	36.86	NA	NA	NA	NA	68.847	16.236	NA	19.174	NA	1177	638	1145	176.089
1994-11-30	12.428	NA	NA	NA	296.73	NA	NA	777	771	NA	NA	22.136	112.4	338	NA	NA	NA	NA	199.68	NA	NA	NA	NA	NA	NA	NA	12.32	NA	NA	NA	NA	NA	NA	56.604	NA	NA	682	NA	NA	362	NA	NA	73.499	365	NA	171.37	NA	NA	38.542	NA	NA	NA	NA	62.553	13.924	NA	18.456	NA	1144	670	1244	189.87
1994-12-30	12.585	NA	NA	NA	298.55	NA	NA	783	781	NA	NA	22.85	112	346	NA	NA	NA	NA	192.31	NA	NA	NA	NA	NA	NA	NA	12.47	NA	NA	NA	NA	NA	NA	61.402	NA	NA	682	NA	NA	362	NA	NA	73.58	362	NA	170.89	NA	NA	39.037	NA	NA	NA	NA	64.028	14.17	NA	17.953	NA	1086	684	1245	191.401
1995-01-31	12.473	NA	NA	NA	302.2	NA	NA	767	768	NA	NA	21.524	105.2	335	NA	NA	NA	NA	180.28	NA	NA	NA	NA	NA	NA	NA	11.73	NA	NA	NA	NA	NA	NA	61.838	NA	NA	650	NA	NA	369	NA	NA	63.835	373	NA	178.7	NA	NA	36.117	NA	NA	NA	NA	59.799	13.579	NA	17.163	NA	1012	644	1170	179.152
1995-02-28	12.026	NA	NA	NA	299	NA	NA	784	783	NA	NA	20.912	102.6	323	NA	NA	NA	NA	177.76	NA	NA	NA	NA	NA	NA	NA	11.94	NA	NA	NA	NA	NA	NA	66.345	NA	NA	710	NA	NA	360.2	NA	NA	63.753	355	NA	172.84	NA	NA	36.662	NA	NA	NA	NA	65.208	14.514	NA	17.738	NA	1037	623	1182	182.52
1995-03-31	12.015	NA	NA	NA	279.86	NA	NA	756	753	NA	NA	18.923	92.6	299	NA	NA	NA	NA	160.68	NA	NA	NA	NA	NA	NA	NA	11.05	NA	NA	NA	NA	NA	NA	63.389	NA	NA	730	NA	NA	357	NA	NA	58.068	373	NA	180.65	NA	NA	37.255	NA	NA	NA	NA	55.57	12.546	NA	17.666	NA	1027	639	1157	177.62
1995-04-28	12.629	NA	NA	NA	288.98	NA	NA	782	784	NA	NA	19.535	95.8	294	NA	NA	NA	NA	178.53	NA	NA	NA	NA	NA	NA	NA	11.19	NA	NA	NA	NA	NA	NA	66.733	NA	NA	749	NA	NA	382	NA	NA	56.038	377	NA	186.02	NA	NA	39.531	NA	NA	NA	NA	57.537	13.186	NA	17.666	NA	1054	660	1216	187.114
1995-05-31	13.299	NA	NA	NA	313.59	NA	NA	830	828	NA	NA	22.34	109	338	NA	NA	NA	NA	180.08	NA	NA	NA	NA	NA	NA	NA	11.78	NA	NA	NA	NA	NA	NA	69.641	NA	NA	782	NA	NA	420	NA	NA	60.911	417	NA	203.6	NA	NA	43.885	NA	NA	NA	NA	65.405	14.465	NA	17.953	NA	1181	736	1364	208.857
1995-06-30	13.31	NA	NA	NA	329.09	NA	NA	843	844	NA	NA	21.524	NA	331	NA	NA	NA	NA	183.38	NA	NA	NA	NA	NA	NA	NA	11.99	NA	NA	NA	NA	NA	NA	71.919	NA	NA	794	NA	NA	400	NA	NA	63.347	408	NA	199.2	NA	NA	43.885	NA	NA	NA	NA	72.782	15.252	NA	18.241	NA	1193	704	1447	221.566
1995-07-31	13.523	NA	NA	NA	349.14	NA	NA	853	852	NA	NA	20.3	NA	327	NA	NA	NA	NA	182.8	NA	NA	NA	NA	NA	NA	NA	11.74	NA	NA	NA	NA	NA	NA	75.941	NA	NA	799	NA	NA	402	NA	NA	58.068	410	NA	198.96	NA	NA	44.578	NA	NA	NA	NA	73.175	15.744	NA	17.594	NA	1144	710	NA	215.901
1995-08-31	14.192	NA	NA	NA	379.68	NA	NA	855	853	NA	NA	20.147	NA	352	NA	NA	NA	NA	183.38	NA	NA	NA	NA	NA	NA	NA	12.19	NA	NA	NA	NA	NA	NA	78.219	NA	NA	869	NA	NA	433	NA	NA	54.576	410	NA	200.91	NA	NA	48.289	NA	NA	NA	NA	80.158	17.023	NA	16.876	NA	1075	735	NA	235.806
1995-09-29	14.952	NA	NA	NA	390.62	NA	NA	923	926	NA	NA	22.136	NA	355	NA	NA	NA	NA	176.2	NA	NA	NA	NA	NA	NA	NA	11.83	NA	NA	NA	NA	NA	NA	79.091	NA	NA	880	NA	NA	428	NA	NA	54.414	442	NA	215.8	NA	NA	55.908	NA	NA	NA	NA	73.765	16.015	NA	18.025	NA	1184	762	NA	248.056
1995-10-31	14.706	NA	NA	NA	394.27	NA	NA	980	983	NA	NA	23.666	NA	343	NA	NA	NA	NA	176.98	NA	NA	NA	NA	NA	NA	NA	11.9	NA	NA	NA	NA	NA	NA	79.963	NA	NA	937	NA	NA	429	NA	NA	58.881	466	NA	227.28	NA	NA	61.449	NA	NA	NA	NA	69.634	15.006	NA	18.671	NA	1230	761	NA	248.822
1995-11-30	15.075	NA	NA	NA	434.83	NA	NA	1043	1048	NA	NA	22.748	NA	354	NA	NA	NA	NA	169.99	NA	NA	NA	NA	NA	NA	NA	12.53	NA	NA	NA	NA	NA	NA	86.07	NA	NA	1004	NA	NA	442	NA	NA	52.789	468	NA	228.01	NA	NA	65.061	NA	NA	NA	NA	67.766	14.613	NA	18.815	NA	1228	796	NA	276.383
1995-12-29	14.963	NA	NA	NA	416.6	NA	NA	1010	1015	NA	NA	24.126	NA	422	NA	NA	NA	NA	171.74	NA	NA	NA	NA	NA	NA	NA	12.76	NA	NA	NA	NA	NA	NA	88.444	NA	NA	1056	NA	NA	458	NA	NA	53.602	471	NA	229.96	NA	NA	66.397	NA	NA	NA	NA	67.864	14.859	NA	18.815	NA	1250	822	NA	264.134
1996-01-31	15.577	NA	NA	NA	429.36	NA	NA	1006	1009	NA	NA	23.156	NA	424	NA	NA	NA	NA	167.66	NA	NA	NA	NA	NA	NA	NA	12.75	NA	NA	NA	NA	NA	NA	85.876	NA	NA	1051	NA	NA	461	NA	NA	62.373	437	NA	212.88	NA	NA	61.499	NA	NA	NA	NA	68.356	15.006	NA	19.461	NA	1258	772	NA	251.884
1996-02-29	16.035	NA	NA	NA	438.94	NA	NA	1067	1071	NA	NA	23.309	NA	433	NA	NA	NA	NA	166.89	NA	NA	NA	NA	NA	NA	NA	13.12	NA	NA	NA	NA	NA	NA	90.334	NA	NA	1126	NA	NA	460	NA	NA	63.347	441	NA	215.32	NA	NA	61.845	NA	NA	NA	NA	73.667	16.236	NA	19.749	NA	1252	777	NA	250.353
1996-03-29	16.158	NA	NA	NA	455.34	NA	NA	1475	1489	NA	NA	22.289	NA	468	NA	NA	NA	NA	174.26	NA	NA	NA	NA	NA	NA	NA	13.42	NA	NA	NA	NA	NA	NA	95.762	NA	NA	1395	NA	NA	497	NA	NA	64.16	437	NA	212.88	NA	NA	60.149	NA	NA	NA	NA	72.683	16.187	NA	21.544	NA	1320	784	NA	261.837
1996-04-30	16.705	NA	NA	NA	457.17	NA	NA	1433	1441	NA	NA	23.003	NA	487	NA	NA	NA	NA	182.22	NA	NA	NA	NA	NA	NA	NA	13.81	NA	NA	NA	NA	NA	NA	94.648	NA	NA	1356	NA	NA	560	NA	NA	68.058	465	NA	226.55	NA	NA	64.837	NA	NA	NA	NA	81.928	18.204	NA	19.39	NA	1234	779	NA	265.665
1996-05-31	16.705	NA	NA	NA	448.05	NA	NA	1373	1377	NA	NA	22.034	NA	472	NA	NA	NA	NA	186.29	NA	NA	NA	NA	NA	NA	NA	14.1	NA	NA	NA	NA	NA	NA	93.048	NA	NA	1298	NA	NA	564	NA	NA	64.566	NA	NA	217.27	NA	NA	60.249	NA	NA	NA	NA	84.092	19.09	NA	18.169	NA	1172	737	NA	252.65
1996-06-28	17.286	NA	NA	NA	470.84	NA	NA	1518	1525	NA	NA	24.279	NA	463	NA	NA	NA	NA	194.06	NA	NA	NA	NA	NA	NA	NA	14.29	NA	NA	NA	NA	NA	NA	92.515	NA	NA	1431	NA	NA	599	NA	NA	65.297	NA	NA	241.19	NA	NA	64.089	NA	NA	NA	NA	85.568	19.237	NA	19.03	NA	1225	745	NA	261.071
1996-07-31	15.834	NA	NA	NA	420.25	39.246	NA	1413	1421	16.619	NA	25.809	NA	412	85.474	NA	NA	NA	173.87	NA	NA	NA	NA	NA	NA	NA	13.67	NA	NA	NA	NA	NA	NA	85.585	NA	NA	1336	NA	NA	557	NA	NA	56.688	NA	NA	217.51	NA	NA	59.301	NA	NA	NA	NA	76.421	17.417	NA	17.486	NA	1161	745	NA	239.634
1996-08-30	16.515	NA	NA	NA	428.91	41.699	NA	1515	1515	16.579	NA	25.401	NA	479	84.498	NA	NA	NA	178.14	NA	NA	NA	NA	NA	NA	NA	14.05	NA	NA	NA	NA	NA	NA	88.638	NA	NA	1428	NA	NA	561	NA	NA	61.155	NA	NA	228.26	NA	NA	64.688	NA	NA	NA	NA	82.027	18.253	NA	17.397	NA	1165	745	NA	252.65
1996-09-30	17.129	NA	NA	NA	428.91	42.925	NA	1597	1604	17.42	NA	25.299	NA	493	81.391	NA	NA	NA	176.59	NA	NA	NA	NA	NA	NA	NA	13.98	NA	NA	NA	NA	NA	NA	89.51	NA	NA	1506	NA	NA	567	NA	NA	59.855	NA	NA	233.63	NA	NA	65.935	NA	NA	NA	NA	83.01	18.647	NA	17.469	NA	1207	745	NA	265.665
1996-10-31	17.442	NA	NA	NA	420.25	43.17	NA	1550	1557	17.66	NA	25.758	NA	480	85.03	NA	NA	NA	169.8	NA	NA	NA	NA	NA	NA	NA	13.73	NA	NA	NA	NA	NA	NA	92.661	NA	NA	1461	NA	NA	574	NA	NA	58.393	NA	NA	237.78	NA	NA	67.63	NA	NA	NA	NA	76.224	17.466	NA	17.522	NA	1204	745	NA	264.899
1996-11-29	18.212	NA	NA	NA	474.94	47.586	NA	1611	1613	17.941	NA	28.308	NA	523	90.089	NA	NA	NA	182.61	NA	NA	NA	NA	NA	NA	NA	14.15	NA	NA	NA	NA	NA	NA	97.119	NA	NA	1516	NA	NA	603	NA	NA	60.911	NA	NA	251.45	NA	NA	70.972	NA	NA	NA	NA	81.928	18.598	NA	17.917	NA	1228	745	NA	283.274
1996-12-31	18.592	NA	NA	NA	486.34	43.988	NA	NA	NA	22.947	NA	28.053	NA	533	88.758	NA	NA	NA	185.52	NA	NA	NA	NA	NA	NA	NA	14.37	NA	1445.9	35.047	NA	NA	NA	100.948	NA	NA	NA	NA	NA	658	NA	NA	62.779	NA	NA	248.52	NA	NA	71.271	NA	NA	NA	NA	81.142	18.795	NA	16.912	NA	1173	745	NA	284.805
1997-01-31	20.323	NA	NA	NA	532.83	45.787	NA	NA	NA	27.392	NA	29.838	NA	541	97.634	NA	NA	NA	200.65	NA	NA	NA	NA	NA	NA	NA	15.44	NA	1534.62	37.242	NA	NA	NA	121.108	NA	NA	NA	NA	NA	625	NA	NA	77.804	NA	NA	256.82	NA	NA	69.925	NA	NA	NA	NA	94.911	21.525	NA	17.092	NA	1181	745	NA	307.008
1997-02-28	18.715	NA	NA	NA	540.12	47.422	NA	NA	NA	28.233	NA	32.082	NA	531	102.161	NA	NA	NA	213.07	NA	NA	NA	NA	NA	NA	NA	16.06	NA	1688	40.84	NA	NA	NA	120.333	NA	NA	NA	NA	NA	670	NA	NA	74.717	NA	NA	273.42	NA	NA	75.261	NA	NA	NA	NA	82.617	19.114	NA	19.318	NA	1326	745	NA	336.101
1997-03-31	19.318	NA	NA	NA	554.25	48.076	106.97	NA	NA	28.393	NA	35.245	NA	533	105.445	NA	NA	NA	214.24	NA	NA	NA	NA	NA	NA	NA	16.85	NA	1793	43.262	NA	NA	NA	120.624	NA	NA	NA	NA	NA	590	NA	NA	76.748	NA	NA	300.27	NA	NA	76.309	NA	NA	NA	NA	78.683	18.401	NA	18.635	NA	1294	745	NA	346.819
1997-04-30	19.932	NA	NA	NA	569.75	50.856	114.16	NA	NA	33.799	NA	33.868	NA	527	108.551	NA	NA	NA	222.58	NA	NA	NA	NA	NA	NA	NA	17.9	NA	1942	47.041	NA	NA	NA	120.672	NA	NA	NA	NA	NA	610	NA	NA	82.433	NA	NA	314.43	NA	NA	85.087	NA	NA	NA	NA	82.125	19.188	NA	20.144	NA	1395	745	NA	370.552
1997-05-30	21.685	NA	NA	NA	608.49	50.856	120.45	NA	NA	36.042	NA	36.265	NA	538	110.859	NA	NA	NA	241.02	NA	NA	NA	NA	NA	NA	NA	17.6	NA	1925	46.508	NA	NA	NA	121.932	NA	NA	NA	NA	NA	627	NA	NA	90.473	NA	NA	332.01	NA	NA	94.762	NA	NA	NA	NA	82.125	19.68	NA	22.262	NA	1552	745	NA	398.115
1997-06-30	24.678	NA	NA	NA	689.17	56.907	121.35	NA	NA	37.844	NA	38.254	NA	541	115.386	NA	NA	NA	267.6	NA	NA	NA	NA	NA	NA	NA	19.26	NA	2332	56.537	NA	NA	NA	127.99	NA	NA	NA	NA	NA	624	NA	NA	101.518	NA	NA	381.32	NA	NA	102.992	NA	NA	NA	NA	82.027	19.459	NA	23.986	NA	1670	745	NA	444.816
1997-07-31	24.537	NA	NA	NA	626.73	60.341	125.39	NA	NA	45.172	NA	41.62	NA	536	120.356	NA	NA	NA	274.2	NA	NA	NA	NA	NA	NA	NA	19.19	NA	2425	58.789	NA	NA	NA	141.753	NA	NA	NA	NA	NA	610	NA	NA	92.747	NA	NA	409	NA	NA	109.675	NA	NA	NA	NA	85.076	20.271	NA	24.093	NA	1684	745	NA	471.613
1997-08-29	25.039	NA	NA	NA	583.42	63.284	115.51	NA	NA	38.925	NA	36.469	NA	537	120.889	NA	NA	NA	241.6	NA	NA	NA	NA	NA	NA	NA	17.3	NA	2120	51.062	NA	NA	NA	121.641	NA	NA	NA	NA	NA	538	NA	NA	84.707	NA	NA	358.5	NA	NA	98.553	NA	NA	NA	NA	81.732	19.237	NA	21.185	NA	1475	745	NA	413.427
1997-09-30	24.457	NA	NA	NA	649.52	74.981	126.29	NA	NA	46.854	NA	40.09	NA	535	122.93	NA	NA	NA	267.8	NA	NA	NA	NA	NA	NA	NA	20.26	NA	2240	54.017	NA	NA	NA	125.034	NA	NA	NA	NA	NA	509	NA	NA	89.823	NA	NA	393	NA	NA	108.777	NA	NA	NA	NA	85.174	19.705	NA	24.416	NA	1699	745	NA	484.628
1997-10-31	20.838	NA	NA	NA	572.03	83.979	123.6	NA	NA	43.13	NA	40.243	NA	537	122.397	NA	NA	NA	218.7	NA	NA	NA	NA	NA	NA	NA	19.73	NA	2208	53.121	NA	NA	NA	119.267	NA	NA	NA	NA	NA	540	NA	NA	83.164	NA	NA	376.5	NA	NA	105.186	NA	NA	NA	NA	76.814	18.057	NA	23.196	NA	1612	745	NA	442.52
1997-11-28	21.66	NA	NA	NA	596.64	84.645	136.4	NA	NA	47.055	NA	42.538	NA	548	124.261	NA	NA	NA	241.21	NA	NA	NA	NA	NA	NA	NA	20.98	NA	2273	55.18	NA	NA	NA	123.677	NA	NA	NA	NA	NA	532.8	NA	NA	76.504	NA	NA	409.5	NA	NA	116.159	NA	NA	NA	NA	76.617	18.18	NA	25.96	NA	1815	745	NA	459.363
1997-12-31	20.952	NA	NA	NA	639.49	90.077	156.4	NA	NA	48.857	NA	46.109	NA	530	127.457	NA	NA	NA	231.31	NA	NA	NA	NA	NA	NA	NA	21.89	NA	2375	57.409	NA	NA	NA	140.59	NA	NA	NA	NA	NA	560	NA	NA	75.205	NA	NA	454	NA	NA	136.258	NA	NA	NA	NA	79.273	19.385	NA	30.233	NA	2112	NA	NA	532.861
1998-01-30	21.466	NA	NA	NA	735.66	94.476	152.36	NA	NA	54.543	NA	47.996	NA	555	129.853	NA	NA	NA	235.97	NA	NA	NA	NA	NA	NA	NA	23.55	NA	2535	61.284	NA	NA	NA	148.683	NA	NA	NA	NA	NA	492	NA	NA	83.001	NA	NA	455	NA	NA	145.136	NA	NA	NA	NA	78.093	18.696	NA	30.126	NA	2101	NA	NA	565.782
1998-02-27	22.836	NA	NA	NA	772.58	106.473	160	NA	NA	58.868	NA	54.066	NA	NA	131.362	NA	NA	NA	277.5	NA	NA	NA	NA	NA	NA	NA	25.7	NA	2676	64.845	NA	NA	NA	166.518	NA	NA	NA	NA	NA	540	NA	NA	92.585	NA	NA	491	NA	NA	154.263	NA	NA	NA	NA	90.682	20.738	NA	32.711	NA	2286	NA	NA	612.484
1998-03-31	26.01	NA	NA	NA	843.23	103.807	175.28	NA	NA	65.876	NA	62.226	NA	NA	141.924	NA	NA	NA	310.49	NA	NA	NA	NA	NA	NA	NA	29.13	NA	2710	65.354	NA	NA	NA	159.927	NA	NA	NA	NA	NA	548	NA	NA	96.808	NA	NA	537	NA	NA	167.031	NA	NA	NA	NA	96.288	21.722	NA	35.727	NA	2490	NA	NA	677.56
1998-04-30	28.088	NA	NA	NA	875.14	115.771	163.15	NA	NA	64.675	NA	67.327	NA	NA	151.333	NA	NA	NA	308.16	NA	NA	NA	NA	NA	NA	NA	29.1	NA	2488	60.073	NA	NA	NA	147.375	NA	NA	NA	NA	NA	511	NA	NA	87.306	NA	NA	521	NA	NA	165.086	NA	NA	NA	NA	96.288	22.14	NA	34.578	NA	2416	NA	NA	699.763
1998-05-29	28.659	NA	NA	NA	907.04	117.47	189.66	NA	NA	77.45	NA	66.511	NA	NA	159.143	NA	NA	NA	367.54	NA	NA	NA	NA	NA	NA	NA	31.73	NA	2510	60.751	NA	NA	NA	147.666	NA	NA	NA	NA	NA	575	NA	NA	102.899	NA	NA	535	NA	NA	170.223	NA	NA	NA	NA	125.597	26.076	NA	35.763	NA	2490	NA	NA	708.185
1998-06-30	25.576	NA	NA	NA	888.52	123.527	175.06	NA	NA	80.013	NA	68.857	NA	NA	156.214	NA	NA	NA	374.53	NA	NA	NA	NA	NA	NA	NA	32.46	NA	2526	61.139	NA	NA	NA	144.37	NA	NA	NA	NA	NA	514.2	NA	NA	97.214	NA	NA	NA	NA	NA	191.32	NA	NA	NA	NA	115.27	24.896	NA	40.503	NA	NA	NA	NA	741.105
1998-07-31	25.222	NA	NA	NA	842.34	148.591	155.96	NA	NA	71.283	NA	76.916	NA	NA	154.439	NA	NA	NA	374.53	NA	NA	NA	NA	NA	NA	NA	30.96	NA	2516	60.897	NA	NA	NA	155.565	466	NA	NA	NA	NA	520	NA	NA	93.316	NA	NA	NA	NA	1169	201.495	NA	NA	NA	NA	108.681	24.896	NA	46.463	NA	NA	NA	NA	895.758
1998-08-31	19.239	NA	NA	NA	676.55	109.802	125.84	NA	NA	56.225	NA	51.719	NA	NA	145.652	NA	NA	NA	286.04	NA	NA	NA	NA	NA	NA	NA	26.82	NA	2236	54.478	NA	NA	NA	145.049	359.5	NA	NA	NA	NA	322	NA	NA	64.403	NA	NA	NA	NA	935	159.65	NA	NA	NA	NA	80.158	19.483	NA	33.537	NA	NA	NA	NA	663.014
1998-09-30	16.042	NA	NA	NA	609.13	84.042	103.37	NA	NA	50.779	NA	31.215	NA	NA	132.693	NA	NA	NA	275.56	NA	NA	NA	NA	NA	NA	NA	27.54	NA	2221	53.751	NA	NA	NA	144.419	284.5	NA	NA	NA	NA	200.2	NA	NA	55.632	NA	NA	NA	NA	621	136.907	NA	NA	NA	NA	81.732	20.172	NA	19.39	NA	NA	NA	NA	525.97
1998-10-30	18.52	NA	NA	NA	714.88	111.194	124.94	NA	NA	56.065	NA	42.487	NA	NA	150.711	NA	NA	NA	292.83	NA	NA	NA	NA	NA	NA	NA	28.8	NA	2438	59.104	NA	NA	NA	153.142	342	NA	NA	NA	NA	190.8	NA	NA	63.347	NA	NA	NA	NA	815	150.423	NA	422.741	NA	NA	73.47	18.229	NA	26.679	NA	NA	NA	NA	630.093
1998-11-30	19.833	NA	NA	NA	812.78	129.296	118.2	NA	NA	55.344	NA	48.965	NA	NA	156.214	NA	NA	NA	313.59	NA	NA	NA	NA	NA	NA	NA	29	NA	2600	63.464	NA	NA	NA	158.957	308.5	NA	NA	NA	NA	220	NA	NA	64.078	NA	NA	NA	NA	976	175.959	NA	432.872	NA	NA	77.503	18.352	NA	30.162	NA	NA	NA	NA	763.308
1998-12-31	18.383	NA	NA	NA	738.89	141.728	103.37	NA	NA	51.42	NA	43.865	NA	NA	144.676	NA	NA	NA	315.53	NA	NA	NA	NA	NA	NA	NA	29.9	NA	2700	65.402	NA	NA	NA	162.447	341	NA	NA	NA	NA	269	NA	NA	67.895	NA	NA	NA	NA	1020	178.602	NA	529.578	NA	NA	83.601	20.246	NA	30.305	NA	NA	NA	NA	778.62
1999-01-29	17.755	NA	NA	NA	731.97	132.28	106.74	NA	NA	56.706	NA	46.109	NA	NA	145.475	NA	NA	NA	288.17	NA	NA	NA	NA	NA	NA	NA	25.95	NA	2662	64.336	NA	NA	NA	179.215	302	NA	NA	NA	NA	249.8	NA	NA	63.347	NA	NA	NA	NA	1040	175.51	NA	570.102	NA	NA	75.24	18.204	NA	32.962	NA	NA	NA	NA	801.588
1999-02-26	20.21	NA	NA	NA	743.97	124.82	97.08	NA	NA	55.184	NA	45.905	NA	NA	131.362	NA	NA	NA	292.64	NA	NA	NA	NA	NA	NA	NA	27.35	NA	2540	61.575	NA	NA	NA	177.858	312	NA	NA	NA	NA	218	NA	NA	69.438	NA	NA	NA	NA	905	161.844	NA	527.736	NA	NA	90.485	19.606	NA	32.388	NA	NA	NA	NA	736.512
1999-03-31	22.356	NA	NA	NA	751.82	126.312	103.37	NA	NA	55.745	NA	56.31	NA	NA	129.942	NA	NA	NA	321.16	NA	NA	NA	NA	NA	NA	NA	26.89	NA	2410	58.159	NA	NA	NA	174.95	318.5	NA	NA	NA	NA	243.8	NA	NA	76.748	NA	NA	NA	NA	943	163.34	NA	532.341	NA	NA	92.452	20.221	NA	33.393	NA	NA	NA	NA	725.028
